laplacian_var,sobel_mean,sobel_std,contrast_std,high_freq_ratio,edge_density,entropy,local_var_mean,brenner,timestamp,frame_number,time_offset_seconds,visibility_vis_1a,visibility_vis_10a,visibility_mor_raw,visibility_vis_raw,weather_pressure_hpa,weather_qnh_hpa,weather_temperature_c,weather_humidity_pct,weather_dewpoint_c,wind_wind_speed_2m,wind_wind_speed_10m,wind_wind_dir_2m,wind_wind_dir_10m,wind_gust_speed,vis_time_diff,ptu_time_diff,wind_time_diff
183.8381868488629,8.532268627719132,50.23474337093409,19.31353453601041,0.4381409973056284,0.0106814236111111,5.579361865476011,35.407223,89539537,2020-03-12 08:03:00,4500,180.0,2234.0,10000.0,13206.0,13206.0,1013.6,1015.14,18.5,43.0,5.81,1.7,2.67,236.0,249.0,235.0,0.0,0.0,0.0
184.18659721852995,8.320911382489133,49.69101047781611,19.139204380942296,0.4410084283547963,0.0099435763888888,5.543446807982973,34.802006,87779432,2020-03-12 08:03:15,4875,195.0,2224.0,10000.0,13133.0,13133.0,1013.6,1015.14,18.5,43.0,5.81,1.6,2.65,235.0,249.0,235.0,0.0,15.0,0.0
182.59306098038357,8.232747647354296,49.53189900410401,19.00340305656164,0.4386943516714555,0.0101746961805555,5.532071730924169,34.614044,85662718,2020-03-12 08:03:30,5250,210.0,2213.0,10000.0,13005.0,13005.0,1013.6,1015.14,18.5,43.0,5.81,1.6,2.61,236.0,249.0,235.0,0.0,30.0,0.0
177.82236219555773,8.307242942615245,48.614005838345626,18.79669025357902,0.4408980961684199,0.009697265625,5.505050488488268,33.52802,83356962,2020-03-12 08:03:45,5625,225.0,2210.0,10000.0,12953.0,12953.0,1013.6,1015.14,18.5,44.0,6.14,1.6,2.58,235.0,249.0,235.0,0.0,15.0,0.0
173.13720486099336,7.732375315503875,47.96000986717323,18.40966518261473,0.4406486221154884,0.0092415364583333,5.593230020800735,32.592907,79915276,2020-03-12 08:04:00,6000,240.0,2210.0,10000.0,13107.0,13107.0,1013.6,1015.14,18.5,44.0,6.14,1.6,2.56,234.0,249.0,235.0,0.0,0.0,0.0
182.53980143219616,8.025505923789241,49.19395592759453,19.11395792859794,0.4402156137806475,0.0096430121527777,5.660155910048204,34.186512,85355859,2020-03-12 08:04:15,6375,255.0,2205.0,10000.0,13033.0,13033.0,1013.6,1015.14,18.5,44.0,6.14,1.6,2.54,234.0,249.0,235.0,0.0,15.0,0.0
181.7649327255249,8.49566961203915,50.13477157555774,19.038018421973412,0.4363446247087891,0.0108604600694444,5.432696672621743,34.63363,91774736,2020-03-12 08:04:30,6750,270.0,2217.0,10000.0,13343.0,13343.0,1013.6,1015.14,18.5,44.0,6.14,1.6,2.52,235.0,249.0,235.0,0.0,30.0,0.0
198.50163953636897,9.314863727173488,52.51467228369259,20.796842579233548,0.4388407752632747,0.0110894097222222,5.59650092387484,38.239582,103301170,2020-03-12 08:04:45,7125,285.0,2220.0,10000.0,13533.0,13533.0,1013.6,1015.14,18.4,44.0,6.05,1.4,2.5,235.0,249.0,235.0,0.0,15.0,0.0
199.35019313986976,9.33189368292414,52.78028328545972,20.947955894077595,0.4370611287597249,0.0116775173611111,5.60006043985371,38.569904,103644359,2020-03-12 08:05:00,7500,300.0,2220.0,10000.0,13556.0,13556.0,1013.6,1015.14,18.4,44.0,6.05,1.4,2.49,236.0,249.0,235.0,0.0,0.0,0.0
210.273856330005,9.450621479233211,53.75589686816415,21.27255589759516,0.4386058406348678,0.0117730034722222,5.611989819453724,40.28264,107197218,2020-03-12 08:05:15,7875,315.0,2227.0,10000.0,13591.0,13591.0,1013.6,1015.14,18.4,44.0,6.05,1.4,2.47,235.0,249.0,235.0,0.0,15.0,0.0
211.25568250816136,9.484539911632217,53.817609973777685,21.357125295206146,0.4383254677725407,0.0116254340277777,5.616602115515395,40.409344,107020674,2020-03-12 08:05:30,8250,330.0,2231.0,10000.0,13627.0,13627.0,1013.6,1015.14,18.4,44.0,6.05,1.4,2.45,236.0,249.0,235.0,0.0,30.0,0.0
210.159557291662,9.439247572992125,53.74650099443359,21.303770430069623,0.4388539467885221,0.0112055121527777,5.627318884936719,40.337036,107259759,2020-03-12 08:05:45,8625,345.0,2234.0,10000.0,13592.0,13592.0,1013.6,1015.14,18.5,44.0,6.14,1.4,2.43,235.0,249.0,235.0,0.0,15.0,0.0
208.5026128200201,9.519994060403526,53.862440768961456,21.336796599299078,0.4379459630255813,0.0116547309027777,5.614961057684745,40.279034,108004286,2020-03-12 08:06:00,9000,360.0,2242.0,10000.0,13679.0,13679.0,1013.6,1015.14,18.5,44.0,6.14,1.4,2.41,235.0,249.0,235.0,0.0,0.0,0.0
210.73650933046576,9.54163451726237,54.04031305946863,21.58686955892675,0.4389114596131296,0.0117274305555555,5.6261016952182885,40.58188,109388720,2020-03-12 08:06:15,9375,375.0,2249.0,10000.0,13703.0,13703.0,1013.6,1015.14,18.5,44.0,6.14,1.4,2.4,234.0,249.0,235.0,0.0,15.0,0.0
209.60688584492524,9.529835404178783,53.7524420247824,21.594934425370543,0.4384076040380355,0.0120681423611111,5.648563386483126,40.15821,107271676,2020-03-12 08:06:30,9750,390.0,2249.0,10000.0,13581.0,13581.0,1013.6,1015.14,18.5,44.0,6.14,1.4,2.39,233.0,249.0,235.0,0.0,30.0,0.0
207.69739257283968,9.403018304556593,53.261346480184194,21.54068537130658,0.4398560845687663,0.0112825520833333,5.698837711346081,39.720303,104851360,2020-03-12 08:06:45,10125,405.0,2256.0,10000.0,13564.0,13564.0,1013.6,1015.14,18.5,45.0,6.47,1.6,2.37,235.0,255.0,235.0,0.0,15.0,0.0
205.82492078930773,9.231246463453536,52.73804437001843,21.140573632573545,0.4401192824281641,0.0116124131944444,5.687106297392961,39.076633,101579240,2020-03-12 08:07:00,10500,420.0,2260.0,10000.0,13480.0,13480.0,1013.6,1015.14,18.5,45.0,6.47,1.6,2.35,237.0,255.0,235.0,0.0,0.0,0.0
198.1486490882768,9.042619442542293,51.51765660046531,21.13953597168523,0.4401923899698062,0.0110503472222222,5.692842471001687,37.33103,96195357,2020-03-12 08:07:15,10875,435.0,2263.0,10000.0,13507.0,13507.0,1013.6,1015.14,18.5,45.0,6.47,1.6,2.34,238.0,255.0,235.0,0.0,15.0,0.0
185.1243457031144,8.208881315256802,49.86288940458875,18.729103723829702,0.4399564318302261,0.0096820746527777,5.386859526514669,35.006653,87821911,2020-03-12 08:07:30,11250,450.0,2271.0,10000.0,13583.0,13583.0,1013.6,1015.14,18.5,45.0,6.47,1.7,2.35,239.0,255.0,235.0,0.0,30.0,0.0
183.4869270827635,8.55286486993673,48.93402765369344,21.348166035759355,0.4408003313042533,0.0093402777777777,5.84515341379087,34.036755,85295885,2020-03-12 08:07:45,11625,465.0,2275.0,10000.0,13643.0,13643.0,1013.6,1015.14,18.5,45.0,6.47,1.7,2.32,240.0,255.0,235.0,0.0,15.0,0.0
191.13455186434032,7.81110927039725,49.54249132780783,20.747956279367934,0.444675437874036,0.0074826388888888,5.896487110610828,35.3118,84536069,2020-03-12 08:08:00,12000,480.0,2278.0,10000.0,13775.0,13775.0,1013.6,1015.14,18.5,45.0,6.47,1.7,2.3,244.0,257.0,235.0,0.0,0.0,0.0
196.87235459989856,8.43048868589074,50.85333698213378,18.6993313554432,0.4423074856273222,0.0096538628472222,5.359238370446156,36.678047,91444721,2020-03-12 08:08:15,12375,495.0,2275.0,10000.0,13669.0,13669.0,1013.6,1015.14,18.5,45.0,6.47,1.7,2.29,246.0,257.0,235.0,0.0,15.0,0.0
197.9623643650372,8.328520126098715,51.02340708162775,19.81772773790624,0.4402495808214089,0.0094856770833333,5.47185284219426,36.83149,91331490,2020-03-12 08:08:30,12750,510.0,2263.0,10000.0,13488.0,13488.0,1013.6,1015.14,18.5,45.0,6.47,1.7,2.26,248.0,257.0,232.0,0.0,30.0,0.0
205.2486881494299,8.540756635569341,51.48943909260564,25.47779962243027,0.4366429309561143,0.0087413194444444,6.219039935641141,37.960648,93777620,2020-03-12 08:08:45,13125,525.0,2263.0,10000.0,13528.0,13528.0,1013.7,1015.24,18.5,46.0,6.78,1.7,2.24,247.0,257.0,234.0,0.0,15.0,0.0
233.42398654483748,8.80541069819271,54.433159376049225,19.845312140877763,0.4468550662638292,0.0106271701388888,5.522315910079567,43.204876,105814761,2020-03-12 08:09:00,13500,540.0,2263.0,10000.0,13573.0,13573.0,1013.7,1015.24,18.5,46.0,6.78,1.8,2.22,247.0,257.0,234.0,0.0,0.0,0.0
232.1201627603413,9.000181520980242,54.471459269515776,20.188420911137914,0.4483311940306582,0.0104665798611111,5.506308077039673,43.254597,106659163,2020-03-12 08:09:15,13875,555.0,2260.0,10000.0,13552.0,13552.0,1013.7,1015.24,18.5,46.0,6.78,1.9,2.2,246.0,257.0,234.0,0.0,15.0,0.0
235.9822764753929,9.10573370141713,54.8595591099495,20.280104354792197,0.4470366187903252,0.0105794270833333,5.5474942851893125,43.90594,107195054,2020-03-12 08:09:30,14250,570.0,2260.0,10000.0,13667.0,13667.0,1013.7,1015.24,18.5,46.0,6.78,1.9,2.19,247.0,257.0,234.0,0.0,30.0,0.0
231.89804578941127,9.241209370926876,54.92108655286615,20.59858080451236,0.4463582037109176,0.0105837673611111,5.595100580223226,43.86193,109010315,2020-03-12 08:09:45,14625,585.0,2256.0,10000.0,13637.0,13637.0,1013.7,1015.24,18.5,44.0,6.14,1.9,2.17,247.0,257.0,234.0,0.0,15.0,0.0
243.67063910563795,9.535304691524662,55.906179624161005,21.014950490897093,0.4485654544034882,0.0111176215277777,5.6220258208684575,45.702557,113037335,2020-03-12 08:10:00,15000,600.0,2256.0,10000.0,13650.0,13650.0,1013.7,1015.24,18.5,44.0,6.14,1.9,2.16,246.0,257.0,234.0,0.0,0.0,0.0
240.06513777906508,9.573758714637554,55.72721497340377,21.391203287697348,0.4478450127044479,0.0109635416666666,5.631022682991202,45.240143,113734632,2020-03-12 08:10:15,15375,615.0,2260.0,10000.0,13808.0,13808.0,1013.7,1015.24,18.5,44.0,6.14,1.9,2.13,244.0,257.0,234.0,0.0,15.0,0.0
247.71328123959677,9.877860564336157,56.77917417331356,21.666075834366094,0.4461771065450435,0.0118250868055555,5.625831930937327,46.96388,117787405,2020-03-12 08:10:30,15750,630.0,2260.0,10000.0,13767.0,13767.0,1013.7,1015.24,18.5,44.0,6.14,1.8,2.1,243.0,257.0,234.0,0.0,30.0,0.0
244.97553059853328,9.847039523819891,56.70128722706925,21.965932289804968,0.4469478822381043,0.0121549479166666,5.647130566756453,46.85843,118820232,2020-03-12 08:10:45,16125,645.0,2260.0,10000.0,13815.0,13815.0,1013.7,1015.24,18.5,44.0,6.14,1.8,2.07,243.0,257.0,232.0,0.0,15.0,0.0
251.89090494448345,10.090509360385276,57.396029432641946,22.73622064641613,0.4471567748423394,0.0124782986111111,5.702199206346054,47.903954,121360856,2020-03-12 08:11:00,16500,660.0,2256.0,10000.0,13870.0,13870.0,1013.7,1015.24,18.5,44.0,6.14,1.8,2.05,244.0,257.0,256.0,0.0,0.0,0.0
249.73141817177552,10.129460453506372,57.447510829790566,22.40039362880864,0.4469963215708689,0.0122786458333333,5.635246267459664,48.124012,123274151,2020-03-12 08:11:15,16875,675.0,2249.0,10000.0,13840.0,13840.0,1013.7,1015.24,18.5,44.0,6.14,1.8,2.04,247.0,265.0,256.0,0.0,15.0,0.0
251.14705619361663,10.178056941811588,57.50134786491183,22.657625754108544,0.4462020056870251,0.0124305555555555,5.687219094829428,48.140236,122279965,2020-03-12 08:11:30,17250,690.0,2242.0,10000.0,13845.0,13845.0,1013.7,1015.24,18.5,44.0,6.14,1.6,2.03,248.0,265.0,256.0,0.0,30.0,0.0
252.3085177949082,10.218111931984598,57.533591578308425,22.743716353175017,0.4479904093550994,0.0124490017361111,5.685949834299061,48.324524,123928552,2020-03-12 08:11:45,17625,705.0,2234.0,10000.0,13889.0,13889.0,1013.7,1015.24,18.5,45.0,6.47,1.6,2.02,248.0,265.0,256.0,0.0,15.0,0.0
256.66246202077866,10.400746323409823,58.16809380155375,22.919483165738928,0.4468398271915773,0.0126388888888888,5.6956007024685205,49.25464,126162927,2020-03-12 08:12:00,18000,720.0,2217.0,10000.0,13869.0,13869.0,1013.7,1015.24,18.5,45.0,6.47,1.6,2.01,250.0,265.0,256.0,0.0,0.0,0.0
254.08365992024625,10.282232580390662,57.91757316079779,23.10116778385657,0.4477451407056592,0.0125108506944444,5.72001465019329,48.850258,126066772,2020-03-12 08:12:15,18375,735.0,2202.0,10000.0,13907.0,13907.0,1013.7,1015.24,18.5,45.0,6.47,1.6,2.01,252.0,265.0,256.0,0.0,15.0,0.0
258.3486469180626,10.348191718011504,58.41815412282954,23.009031455691886,0.4462065747049861,0.0124327256944444,5.694944737188801,49.666393,126708062,2020-03-12 08:12:30,18750,750.0,2184.0,10000.0,13951.0,13951.0,1013.7,1015.24,18.5,45.0,6.47,1.6,2.01,252.0,265.0,256.0,0.0,30.0,0.0
252.79861544968875,10.287416200391078,57.97427190863718,23.001714839395845,0.4468226546500423,0.0122612847222222,5.696497367663145,48.97929,126189965,2020-03-12 08:12:45,19125,765.0,2161.0,10000.0,13791.0,13791.0,1013.7,1015.24,18.5,45.0,6.47,1.5,2.01,252.0,265.0,256.0,0.0,15.0,0.0
256.13970051894955,10.328427053982942,58.092255083332255,23.02834868889134,0.4470246359224135,0.0124034288194444,5.683528293776523,48.978577,125721304,2020-03-12 08:13:00,19500,780.0,2143.0,10000.0,13756.0,13756.0,1013.7,1015.24,18.5,45.0,6.47,1.3,2.0,251.0,265.0,256.0,0.0,0.0,0.0
256.6701074216101,10.30971862971975,58.01471740990393,23.068311291806047,0.4484196927481398,0.0124956597222222,5.697339393167247,49.133476,126256425,2020-03-12 08:13:15,19875,795.0,2122.0,10000.0,13705.0,13705.0,1013.7,1015.24,18.5,45.0,6.47,1.3,1.99,249.0,265.0,256.0,0.0,15.0,0.0
255.47949218406671,10.382788575627549,58.080328054767165,23.10673031747572,0.4462443402445191,0.0123914930555555,5.720224604486201,49.037746,124842153,2020-03-12 08:13:30,20250,810.0,2102.0,10000.0,13649.0,13649.0,1013.7,1015.24,18.5,45.0,6.47,1.3,1.99,247.0,265.0,256.0,0.0,30.0,0.0
252.71456814234236,10.324167552175954,57.76968096831576,23.033203496112723,0.4484437285397624,0.0124598524305555,5.723885177904306,48.657707,125568964,2020-03-12 08:13:45,20625,825.0,2087.0,10000.0,13753.0,13753.0,1013.7,1015.24,18.5,47.0,7.1,1.3,1.99,247.0,265.0,256.0,0.0,15.0,0.0
253.3466666632335,10.292705982995956,57.68431422892612,23.005706053115976,0.447277386531786,0.0122601996527777,5.715205576941682,48.416317,124259450,2020-03-12 08:14:00,21000,840.0,2070.0,10000.0,13799.0,13799.0,1013.7,1015.24,18.5,47.0,7.1,1.3,1.99,246.0,265.0,256.0,0.0,0.0,0.0
250.6217198348045,10.161260380990743,57.32536492413272,22.94733043560365,0.4474435476083017,0.0120041232638888,5.731116546157196,47.79027,123298726,2020-03-12 08:14:15,21375,855.0,2055.0,10000.0,13717.0,13717.0,1013.7,1015.24,18.5,47.0,7.1,1.3,1.99,243.0,265.0,256.0,0.0,15.0,0.0
249.3553569875069,10.173367392100742,57.04614623178674,23.251845846810905,0.4461666816756818,0.0120963541666666,5.789065299315945,47.399414,120132536,2020-03-12 08:14:30,21750,870.0,2043.0,10000.0,13661.0,13661.0,1013.7,1015.24,18.5,47.0,7.1,1.3,2.01,243.0,265.0,256.0,0.0,30.0,0.0
245.49560112839677,10.178367047491118,56.60413716546299,22.591389021362843,0.4471809337358786,0.0119390190972222,5.743893467510744,46.77674,119290097,2020-03-12 08:14:45,22125,885.0,2028.0,10000.0,13586.0,13586.0,1013.7,1015.24,18.4,47.0,7.0,1.3,2.03,243.0,265.0,256.0,0.0,15.0,0.0
247.68840386264824,10.150764147015234,57.03271036403391,22.82423764423044,0.4447191341379313,0.0120236545138888,5.748394299109499,47.18206,119238176,2020-03-12 08:15:00,22500,900.0,2018.0,10000.0,13388.0,13388.0,1013.7,1015.24,18.4,47.0,7.0,1.3,2.03,243.0,265.0,256.0,0.0,0.0,0.0
244.79639105902305,10.002992884352713,56.46011577464347,22.834596726320587,0.4462543919211568,0.0120833333333333,5.73946783402168,46.56573,117658001,2020-03-12 08:15:15,22875,915.0,2021.0,10000.0,13678.0,13678.0,1013.7,1015.24,18.4,47.0,7.0,1.3,2.04,243.0,265.0,256.0,0.0,15.0,0.0
247.3104318476736,10.108936229451547,56.87690727397137,22.552383346160354,0.445281416004814,0.0120399305555555,5.720717174445144,47.149204,118681397,2020-03-12 08:15:30,23250,930.0,2014.0,10000.0,13537.0,13537.0,1013.7,1015.24,18.4,47.0,7.0,1.3,2.05,244.0,265.0,256.0,0.0,30.0,0.0
242.57569986945137,9.908561301547982,56.41722823836822,22.09969215370763,0.446235152680859,0.0121896701388888,5.7031840941553344,46.357925,118402360,2020-03-12 08:15:45,23625,945.0,2007.0,10000.0,13456.0,13456.0,1013.7,1015.24,18.4,46.0,6.69,1.9,2.07,245.0,265.0,256.0,0.0,15.0,0.0
244.6415071564839,10.000327085781992,56.66803206703923,22.090445707649792,0.4444281994920979,0.0121538628472222,5.711070828283082,46.60137,117802559,2020-03-12 08:16:00,24000,960.0,2004.0,10000.0,13449.0,13449.0,1013.7,1015.24,18.4,46.0,6.69,2.0,2.08,244.0,265.0,256.0,0.0,0.0,0.0
241.0110818053245,9.885358926905246,56.26133408247995,21.803094946521988,0.4448753407993385,0.0118706597222222,5.692451018552616,46.0634,117094086,2020-03-12 08:16:15,24375,975.0,1999.0,10000.0,13350.0,13350.0,1013.7,1015.24,18.4,46.0,6.69,2.0,2.09,246.0,265.0,256.0,0.0,15.0,0.0
242.2098860371896,9.901766407039323,56.38479409077698,21.82370406614784,0.4442475134321628,0.012080078125,5.665944024104708,46.20842,116678996,2020-03-12 08:16:30,24750,990.0,1992.0,10000.0,13313.0,13313.0,1013.7,1015.24,18.4,46.0,6.69,2.0,2.1,247.0,265.0,256.0,0.0,30.0,0.0
239.46767252321484,9.765112198348124,56.31697418318481,21.631758698108364,0.4453270468594542,0.0117317708333333,5.6650607037881,45.994354,117734400,2020-03-12 08:16:45,25125,1005.0,1985.0,10000.0,13241.0,13241.0,1013.6,1015.14,18.4,45.0,6.37,2.0,2.1,248.0,265.0,256.0,0.0,15.0,0.0
244.30866210440067,9.847373568972406,56.47264918692001,21.64683941391179,0.445830701444485,0.0117860243055555,5.6864644186501545,46.495724,116291768,2020-03-12 08:17:00,25500,1020.0,1985.0,10000.0,13259.0,13259.0,1013.6,1015.14,18.4,45.0,6.37,2.0,2.11,248.0,265.0,256.0,0.0,0.0,0.0
240.1243044661051,9.735144100993203,56.06402542418314,21.460862667655253,0.4446680487219949,0.0112554253472222,5.652541308501726,45.598423,116247516,2020-03-12 08:17:15,25875,1035.0,1985.0,10000.0,13352.0,13352.0,1013.6,1015.14,18.4,45.0,6.37,1.6,2.1,248.0,265.0,256.0,0.0,15.0,0.0
242.92920898293272,9.806171387499123,56.4585729633005,21.55590915827292,0.4440403659916913,0.0118999565972222,5.657619095087118,46.313736,116426534,2020-03-12 08:17:30,26250,1050.0,1985.0,10000.0,13418.0,13418.0,1013.6,1015.14,18.4,45.0,6.37,1.3,2.09,246.0,265.0,256.0,0.0,30.0,0.0
240.38610568533883,9.8301649477814,56.32617123771861,21.60570873544973,0.4448193694472005,0.0117697482638888,5.662924340770191,45.999157,117446420,2020-03-12 08:17:45,26625,1065.0,1992.0,10000.0,13548.0,13548.0,1013.6,1015.14,18.4,45.0,6.37,1.1,2.06,242.0,265.0,256.0,0.0,15.0,0.0
245.28714518219624,9.89673350480984,56.85171467135943,21.636468384133224,0.4449758096869799,0.0125368923611111,5.644060262392962,46.7052,118832483,2020-03-12 08:18:00,27000,1080.0,1996.0,10000.0,13451.0,13451.0,1013.6,1015.14,18.4,45.0,6.37,1.1,2.03,240.0,265.0,242.0,0.0,0.0,0.0
243.7843934461229,9.84279578715588,56.46345818144355,21.54414544886265,0.4457901261490372,0.0116200086805555,5.645323470679793,46.293926,118573175,2020-03-12 08:18:15,27375,1095.0,2004.0,10000.0,13348.0,13348.0,1013.6,1015.14,18.4,45.0,6.37,1.1,2.01,238.0,265.0,242.0,0.0,15.0,0.0
246.4917838540915,9.867981013143956,56.8541504766246,21.59734606948105,0.4442585756083202,0.0118218315972222,5.629451914698342,46.789585,118807243,2020-03-12 08:18:30,27750,1110.0,2018.0,10000.0,13401.0,13401.0,1013.6,1015.14,18.4,45.0,6.37,1.1,1.98,236.0,265.0,242.0,0.0,30.0,0.0
241.09047634420392,9.766055168739054,56.60518830923962,21.38916011322238,0.4448882076952445,0.0116254340277777,5.617789086932378,46.253895,118937884,2020-03-12 08:18:45,28125,1125.0,2033.0,10000.0,13384.0,13384.0,1013.6,1015.14,18.4,46.0,6.69,1.1,1.96,235.0,265.0,242.0,0.0,15.0,0.0
245.3504242454799,9.847783919789556,56.76616304913099,21.629219145487102,0.444932259290331,0.0117979600694444,5.646079780672049,46.761833,118587961,2020-03-12 08:19:00,28500,1140.0,2043.0,10000.0,13396.0,13396.0,1013.6,1015.14,18.4,46.0,6.69,1.1,1.94,234.0,265.0,242.0,0.0,0.0,0.0
239.73515407642796,9.716477781240384,56.20004547693885,21.54628485166034,0.4438621211290459,0.0120496961805555,5.666190845970412,45.7258,115950844,2020-03-12 08:19:15,28875,1155.0,2055.0,10000.0,13435.0,13435.0,1013.6,1015.14,18.4,46.0,6.69,1.1,1.93,233.0,265.0,242.0,0.0,15.0,0.0
242.33601996527776,9.751787151301576,56.16085142183258,21.76942306980288,0.4449164911280721,0.0116818576388888,5.711224700666662,45.84748,114796637,2020-03-12 08:19:30,29250,1170.0,2058.0,10000.0,13362.0,13362.0,1013.6,1015.14,18.4,46.0,6.69,1.1,1.93,233.0,265.0,242.0,0.0,30.0,0.0
236.442623695204,9.651937001063995,55.65734265078542,21.592783851535,0.4449607252450519,0.0116493055555555,5.685179136786367,44.933464,113917625,2020-03-12 08:19:45,29625,1185.0,2063.0,10000.0,13434.0,13434.0,1013.6,1015.14,18.4,47.0,7.0,1.2,1.91,236.0,265.0,242.0,0.0,15.0,0.0
243.2600455708398,9.772678449435022,56.23443143983451,21.624921245864765,0.445182264650803,0.0120366753472222,5.683178111201264,45.931705,115500124,2020-03-12 08:20:00,30000,1200.0,2066.0,10000.0,13501.0,13501.0,1013.6,1015.14,18.4,47.0,7.0,1.2,1.91,235.0,265.0,242.0,0.0,0.0,0.0
240.6355718315678,9.680294691436051,56.02893200788231,21.5521766671735,0.4454686047057405,0.0118684895833333,5.699954580539737,45.47622,115543964,2020-03-12 08:20:15,30375,1215.0,2058.0,10000.0,13425.0,13425.0,1013.6,1015.14,18.4,47.0,7.0,1.2,1.91,234.0,265.0,242.0,0.0,15.0,0.0
239.09994248571385,9.750678430594842,56.06722697157424,21.45878947977976,0.4430198216525607,0.0119259982638888,5.681960719441689,45.330425,113870311,2020-03-12 08:20:30,30750,1230.0,2055.0,10000.0,13336.0,13336.0,1013.6,1015.14,18.4,47.0,7.0,1.2,1.9,234.0,265.0,242.0,0.0,30.0,0.0
